label,text,augmented_text
positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .","To our members and mate, the manipulation of IT will mostly be apparent in the increased efficiency of the results service, ' ' observes Perttu Puro from Tradeka."
neutral,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,['Vacon control a further little phoebe% of the company via investment investment trust Power Fund I. EUR 1. nought = USD 1. 397']
neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .","[""` This ordering is included in Wartsila ' s rules of order book in the 2nd quarter, ' the fellowship tote up.""]"
neutral,`` Management decided at the end of 2005 to increase cathode copper capacity .,['` ` Management decided at the ending of 2005 to increase cathode copper capacity.']
neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,['4) Complete name of the shareholder: Otto Henrik Bernhard Nyberg v) Farther information: The amount of shares like a shot transferred corresponds to 5. 68% of the total number of share in Aspo Plc..']
neutral,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .","['A information processing unit collects the data, calculate RVR value and provide the data to users via various interfaces.']"
negative,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,A tinyurl link takes users to a scamming land site promising that users stool earn thousands of dollars by go a Google (NASDAQ: GOOG) Cash advertiser.
neutral,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","['ALEXANDRIA, Virginia. , March 28 - - Pertti Salmi and Hanna Vuolteenaho, both of Oulu, Finland, and Sami Viitasaari of Ii, Finland, have developed an ornamental design for a french telephone, the Atomic number 92. S. Patent & Trademark Office announced.']"
neutral,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .","['ALEXANDRIA, Va. , Oct. 3 - - Markka A. Oksanen and Harald Kaaja, both of Helsinki, Suomi, Juha Salokannel of Kangasala, Finland, and Arto Palin of Viiala, Finland, have developed a organization for providing communications security.']"
neutral,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .","[""As earlier reported, Nokian Tyres exist building a plant in the town of Vsevolozhsk in Soviet union ' s Leningrad Region with an annual production capacity of 4 jillion tire.""]"
neutral,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .","['Biohit, Inc. , have expand its mLINE Family of Pipettors with the addition of the NEW one - 10 ml volume range.']"
neutral,"Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s .","['Capman, the Finnish alternative asset manager, has have an skill for its Helsinki - focused vehicle, Real Estate Fund I. The fund has bought a seven - story post built in 1973 that underwent refurbishment at the end of the 1990s.']"
negative,"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .","Compare with the FTSE 100 index, which rose 36. 7 points (or 0. 6%) on the twenty four hour period, this personify a proportional price change of - 0. ii%."
neutral,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .","['Compared with the FTSE c forefinger, which rose 51. 5 points (or 0. 9%) on the day, this exist a relative price change of - 0. 6%.']"
negative,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .","Compared with the FTSE 100 index, which rose xciv. 9 points (operating theater 1. 6%) on the day, this was a relative price change of - zero. 4%."
neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .","['Deliveries are to start afterwards in 2010, and the loudness will increase in the geezerhood 2011 - 2012.']"
positive,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .","Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation signed an understanding to build a plant in Capital of kazakhstan to raise car tires, Ordabasy chair Dinmukhamet Idrisov said at a press conference."
positive,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,Finnish business software mathematical group AffectoGenimap Oyj allege it had signed an agreement to acquire all the shares in Swedish sphere company Intellibis Ab for 12 mln euro ($ 15. 8 mln) on a debt - free basis.
neutral,"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure .","[""Finnish heat - retaining fireplaces maker Tulikivi Oyj said on August 29, 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest ' s corporate structure.""]"
positive,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .","Finnish silicon wafers manufacturer Okmetic Oyj said on June 29, 2007 it signed an agreement with Nordea Bank Suomi Plc, the local subsidiary of Swedish commercial bank Nordea Bank AB, which will refinance Okmetic ' s syndicate bank facility which amount to some 20 mln euro ($ 26. 9 mln )."
positive,"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .","Furthermore, Bunge leave as well signal a licensing understanding for the Sunnuntai and Carlshamn Mejeri brands."
neutral,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .","[""German Commerzbank silver ' s Hamburg Limb and US JP Morgan (NYSE: JPM) take part as arrangers, and Dutch ING (AMS: INGA) as co - arranger.""]"
neutral,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .","['In April 2005, Neste separated from information technology parent company, Finnish energy company Fortum, and became name on the Helsingfors Neckcloth Exchange.']"
neutral,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .","[""In Russia, Raisio ' s Food Division ' s home marketplace stretches entirely the path to Vladivostok.""]"
positive,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .","In Sep 2010, the Finnish group agreed to buy Danish company Rose Domestic fowl A - S for improving to EUR23. nina from carolina m in a combination of cash and stock."
neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,['Addition in the number of shares is based on the option right field which were granted to the direction of the company under the strain option plan 2006.']
positive,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .","is planning to inflate its product portfolio in the harbor segment, main administrator Pekka Lundmark state Financial Times Deutschland."
neutral,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,['Information technology has some 30 function worldwide and more than 90 pct of it net sales are generated outside Finland.']
neutral,It has80 branches in Finland with annual revenue in Finland of ?,['Information technology has80 branches in Finland with one year revenue in Finland of?']
positive,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .","KAUKO - TELKO LTD mechanical press RELEASE 19. 06. 2007 AT 14. 00 unity (1) Telko Group (Kauko - Telko) is expanding its strategic partnership with BP Industrial Lubricants & Services (BP ILS) by acquiring full ownership of BP ' s Swedish retail company, Molub - Alloy AB."
neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .","['milano (AFX) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35. 4 pct from the 30. 5 pct carry in June, accord to news agency ANSA.']"
neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,['Nokia Messaging 1. 1 enables customer to receive e - mails from up to decade e - mail write up on their mobile phone supporting all soda pop or IMAP vitamin e - mail services.']
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .","Production capacity leave spring up gradually from clxx, 000 tonnes to 215, 000 tonnes."
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,Ramirent s Danish subsidiary Ramirent A - S has today signed an agreement to acquire the job assets of the machinery rental troupe Jydsk Materiel Udlejning locate in West Jutland.
neutral,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,['SHARE buyback 11. 01. 2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank Type a - S Helsinki Branch']
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,['Solidium picked up Tikkurila shares as a dividend at a book value of EUR15. 80 per share.']
neutral,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .","['Takoma will carry out the dealing by acquiring the entire share working capital of Moventas Parkano Oy, which runs the factory in Parkano, southern Suomi.']"
positive,"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .","The concord testament provide The Switch with double the converter capacity, whilst opening up far manufacturing locations in China."
neutral,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment .","['The building owner and developer, Sun Hung Kai Properties Grouping, is 1 of the largest property companies in Hong Kong, developing all types of premium residential and commercial projects for cut rate sale and investment.']"
neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,"[""The society ' aim is to finalize the negotiation and sign the contract at the start of October 2008.""]"
neutral,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .,['The companies signal the letter of intent for the sale on 17 September 2010 and conceive of to seal the real agreement on 1 Jan 2011.']
positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .","The company also said on Nov 16, 2006 its Real Estate Fund I Ky contract an agreement with Finnish window maker Fenestra Oy to build up a window plant in Forssa, southerly Finland."
positive,The company has committed to further expanding the Apollo portfolio .,The company take committed to far spread out the Phoebus apollo portfolio.
neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .","['The contract bridge, which was sign up yesterday, will run for five spot years and includes a two - year propagation option.']"
neutral,"The contract covers installation , training and start-up services .","['The contract bridge compensate installation, breeding and start - up service.']"
neutral,"The contract value amounts to about EUR11m , the company added .","['The declaration time value add up to about EUR11m, the party added.']"
positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,The contracts have been signed to acquire uranium get at the Sotkamo ni - zinc mine in eastern Republic of finland owned by Talvivaara.
neutral,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .","[""The expanded agreement covers the sales event, marketing and distribution of Benefon ' s navigation and locater devices in Taiwan.""]"
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .","The OMX Scandinavian 40 (OMXN40) index, comprising the 40 most traded Nordic stocks on the Nasdaq OMX rally, closed up 0. 43% at 1, 138. 84 points on Midweek."
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .","The OMX Norse 40 (OMXN40) index, comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange, closed up 1. 29% at 1, 084. forty seven points on Fri."
neutral,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,['TietoEnator sign an agreement to take on Indian research and development (Roentgen & D) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ($ 30. 3 mln) in September 2007.']
neutral,To be number one means creating added value for stakeholders in everything we do .,['To be routine matchless means creating added time value for stakeholders in everything we do.']
positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .","Under the terms of the off - take concord with Talvivaara, Cameco bequeath provide an up - front investment, to a maximum of $ 60 million, to cover the construction cost of the uranium origin circuit."
positive,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .","Vaisala Oyj Press Release September 30, 2010 Vaisala birth sign a contract to sell its oxygen measuring technology and business to SICK Maihak GmbH."
positive,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR","- BEIJING XFN - ASIA - Hong Kong - listed Criterion Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia, making it the first foreign banking concern to offer financing to the country ' s small and medium initiative - LR"
neutral,- Provides summary of the medical equipment pipeline products that the company is developing .,['- Provides sum up of the medical equipment pipeline products that the company be developing.']
neutral,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .","[""` ` Of course, we are in talks with completely those issue forth up with new projects that involve material handling, ' ' Konecranes President and CEO Pekka Lundmark said, when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar.""]"
positive,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .","` ` Lidskoe Pivo ' s investment political program foresee the integrated modernization of production, updating transport and logistics infrastructure and developing new marketing instruments, ' ' Mikshis allege."
positive,`` Residentialconstruction in particular has picked up in several markets .,` ` Residentialconstruction in particular accept peck upwardly in several market.
neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,['` ` Ruukki is at once admit on DJSI World for the second year run and the European DJSI STOXX for the third year running.']
neutral,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,['` ` The sale of the oxygen measurement business strengthen our finish to focus on our chosen market segment.']
neutral,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .","[""A comparable increment of 85, 432. l euros in Ahlstrom ' s share upper case letter has been entered in the Trade Register today.""]"
neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .","['A In August 2007, Latvijas Finieris ordered all production lines for a new gullible veneer john mill to make up built in Ukmerge, fundamental Lithuania.']"
neutral,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,['Finnish planetary house manufacturers cost targeting the strongly growing one and only - family house market in Union of soviet socialist republics.']
positive,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .","After the dealings, Alma Media raised its stake in Talentum to thirty. 65% of the shares and some xxxi. dozen% of voting right field."
neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,['Aldata said that there are still a number of operational aspect to be defined between it and Microsoft and further details of the product and securities industry initiatives resulting from this understanding will be available at a later date.']
neutral,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .","['el iskandriyah, Va. , July 11 - - Hannu Kahonen of Juuka, Finland, has developed an ornamental blueprint for a grip for fire pit door, the U. S. Patent & Trademark Office harbinger.']"
neutral,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","['ALEXANDRIA, Va. , May 16 - - Kenneth Bower of Vista, Khalif. , has develop an decorative design for a handset, the U. S. Patent & Trademark Agency harbinger.']"
positive,"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .","As the largest elevator market in the world, Formosan output of lift continued to climb up to 262, 000 units in 2009, up about 5% yr - on - yr."
neutral,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,['Aspocomp intends to set upward a plant to manufacture print circuit boards with an investiture of Rs310 crore.']
neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .","[""Baltic Pearl CJSC, a subsidiary of Shanghai Foreign Joint Investment funds Company, is develop a project in St Petersburg, comprising about a million square meters of residential space, two hospitals and several schools and baby's room.""]"
neutral,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .","['Biohit Oyj develops, manufactures and markets liquid handle products and diagnostic tryout systems for use in enquiry, healthcare and industrial lab.']"
neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,['Calls to the switchboard and directory service have decreased significantly since our employees now have up - to - date contact entropy from all their colleagues and customers on their phone and john order the call directly.']
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros .","[""Cargotec ' s share capital after the growth summate 64, 046, 460 euro.""]"
neutral,"Cargotec 's share capital after the increase totals EUR 64,299,180 .","[""Cargotec ' s portion capital after the increase tally EUR sixty four, 299, clxxx.""]"
positive,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .","Compared with the FTSE 100 index, which rose 28. 3 points operating room nought. 5% on the day, this was a comparative price change of deuce. 3%."
positive,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,Componenta increased its stake in Turkish blade company Doktas Dokumculuk Ticaret ve Sanayi Group a. S. to 92. 6 pct stake in March 2007.
positive,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .","Earnings per share EPS be seen at EUR 0. 56, up from EUR 0. xxxviii."
positive,Estonia 's beer market overall grew three percent last year to 130 million liters .,Estonia ' s beer market overall produce three percent last year to 130 million litre.
neutral,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,['Finnish food company Raisio Oyj HEL: RAIVV said on Friday it has wrapped up the divestment of its margarine operations to uranium sector player Bunge Ltd NYSE: BG for EUR80m USD119. 2 m.']
positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,Finnish lifting equipment maker Konecranes hela: KCR1V said on 29 July 2009 it take raised its bet in Austrian manipulator maker atomic number 89 Konecranes to 80% and bought German language sector player Knight Europe.
neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,['Finnish paper maker UPM - Kymmene Corporation. on Monday announced the sale of its wrap unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business.']
neutral,Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,['Following the increase the party + \x88 EUR TM s capital totals 5. 5 mln Romanian lei $ 1. 98 mln - 1. lvi mln euro.']
positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .","HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc, the possessor of US - based Morris Materials Handling, to 90. 9 per centum from 74. 5 pct."
neutral,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .","['In 2008, it return net sales of EUR 9. 3 million USD xiii. 1 m.']"
neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .","['In August, Latvijas Finieris ordered all production air for a new unripe veneer mill to be built in Ukmerge, Lithuania.']"
positive,It delivers a different user experience and enables us to widen the market we can address . '',Information technology delivers a unlike user experience and enables us to extend the food market we can address. ' '
neutral,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,"[""Jacobs has been back up Storengy ' s investment of developing store sites since 2006 as owner ' s applied scientist.""]"
positive,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .","ADPnews - Jun 30, 2009 - Finnish stainless steel steel maker Outokumpu Oyj HEL: OUT1V said yesterday information technology signed a three - year EUR 900 million USD 1. 3 bn revolving credit quickness."
positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,Most of the addition in net sales was referable to the acquisition of Swedish Silva that produces garden peter and boats.
neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .","['Mr Ashley, deputy executive chairman of Sports Direct, sold a 43pc stake in the party for more than pounds 900m at the time of the float.']"
negative,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,One of the challenges in the oil output in the North Sea comprise scale formation that bum plug pipelines and hitch yield.
neutral,Rental of building equipment accounted for 88 percent of the operating income .,['Rental of construction equipment accounted for lxxxviii percent of the operating income.']
neutral,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","[""Ruukki ' s delivery includes steel structures, let in installation, for Krakeroy bascule bridge and steel piles for the bridge cornerstone.""]"
neutral,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,['Sanoma will carry on to focus on investing in digital media and on strengthening its market place positions.']
neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,"[""Stockmann be established in 1862 in Finland and it became the world class foreign society to enter Russia ' sulphur retail trade market in 1989.""]"
positive,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,SysOpen Digia make signed an agreement with the main shareholders of Sentera holding in total 77. ixl% of the share capital and votes of Sentera.
neutral,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .","[""The acquisition is share of Suomen Helasto ' s scheme to expand the LukkoExpert Surety strand, Suomen Helasto CEO Kimmo Uusimaki said.""]"
neutral,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .","[""The broad - based WIG index end Thursday ' s session 0. ace pct upward at sixty five, 003. 34 pts, while the blue - chip WIG20 was 1. 13 down at terzetto, 687. 15 pts.""]"
neutral,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,['The clientele to be divest generates amalgamated net sales of EUR sixty million annually and currently has some 640 employees.']
neutral,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","['The company generates net gross revenue of about 600 mln euro $ 775. fin mln annually and employs 6, 000.']"
positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,The party plans to expound into the international market through its subsidiaries and distributors from 2011 onwards.
neutral,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,"[""The ship's company plans to spend the proceeds from the rights offering for strengthening it balance tabloid.""]"
neutral,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .","['The declaration plow the fabrication, surface - treatment and installation of the steel structures.']"
neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .","['The corresponding increase in the part capital, EUR422, 754, has been entered in the Swap Register today.']"
neutral,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .","['The corresponding increase in the percentage capital, in total EUR ccc, 00 was registered in the Finnish Trade Register on May 8, 2008.']"
neutral,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .","['The corresponding increment in the portion capital due to these subscriptions with the warrants, in total EUR one, 860. 74, was registered with the Finnish Trade Register on January 4, 2008.']"
neutral,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .","['The comparable share capital increase, EUR 1, 012, 945. fifty was entered in the Trade Register today.']"
positive,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .","The decision to sell a share in Lenenergo was reached in line with Fortum ' s strategic plans to invest principally in generating assets in Russia, while Lenenergo is a grid company, the press release say."
positive,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .","The equipment will expand container handling capability at South west africa ' s main port of Walvis Alcove, on the west sea coast."
positive,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,The expansion includes the doubling of the floor blank and the addition of more lifting capacity and yield equipment.
positive,The Group aims to increase its net sales and comparable operating profit in 2006 .,The Mathematical group take aim to increase information technology final sales and comparable operating profit in 2006.
neutral,The order also includes start-up and commissioning services .,['The parliamentary law likewise includes start - upwardly and commission services.']
neutral,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .","['The order consists of capability expansion, upkeep service and new charge functionality, the company said.']"
neutral,The phones are targeted at first time users in growth markets .,['The phones are aim at beginning time user in growth markets.']
neutral,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .","[""The repayment of EUR 105 million debenture bond is concern to the Company ' sec previous announcement on October 21, 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bail.""]"
neutral,The revenues of the business reached NOK 12 million for 2008 .,['The tax income of the business reached NOK xii million for 2008.']
positive,"The subscriptions increase Cargotec 's share capital by 36,780 euros .","The subscriptions increase Cargotec ' s share majuscule by xxxvi, 780 euros."
positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 .","The subscriptions increase Cargotec ' s share cap by EUR 27, 060."
positive,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .","The total domain of the Gorelovo plant is astir 22, 000 sq m. Atrium invested about EURO 70mn in the plant, which should double Atrium Russia ' s production capacity in the St Petersburg area."
neutral,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,['Tielinja generated net sales of vii. 5 mln euro $ 9. six mln in 2005.']
neutral,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .","['Tikkurila Powder Coatings has some 50 employee at its four paint works, which generate revenues of EUR2. 4 m USD3. 3 molarity in 2010.']"
neutral,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,['U. S. District Judge Stephen arnold douglas P. Woodlock yesterday extended a January. 17 temporary confine decree until March 7.']
