label,text,augmented_text
neutral,Merging the two free sheets will clarify the market situation .,The merger of the two free sheets will clarify the market situation.
neutral,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .","Metso is a global provider of sustainable technologies and services to the mining, construction, power generation, automation, recycling, pulp and paper industries."
positive,"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .","More than 200 volunteers from Fiskars, the gardening equipment manufacturer, Home Depot (NYSE: HD), the city of Baltimore and the neighborhood are working to create a garden paradise in a single day."
neutral,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009","Applicant Name: Jot Automation OYInventor Name: Mammila Tuomo, Piirainen Mika and Kellokoski MikaApplication Number: 2424-KOLNP-2008 Application Date: 16-06-2008Release Date: 30 / 01 / 2009"
positive,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,NASDAQ-listed Yahoo Inc has launched a new service that allows Malaysians to bring their favorite Internet content and services to their mobile phones.
neutral,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,National sponsors of The Big Read include the National Endowment for the Arts in association with the Institute of Museum and Library Services and Arts Midwest.
neutral,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .,Neomarkka has played a leading role in a group aiming to resume production of specialty cellulose fibers in Valkeakoski.
neutral,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an important source of corporate data and information.
neutral,"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .","Neste Oil extended its gains yesterday, gaining 0.49 per cent to â‚?2.72, while utility Fortum lost 1.14 per cent to â‚?0.76."
positive,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .","Nordea Bank (STO: NDA) and Sampo Bank have helped Sponda (HEL: SDA1V), a Finnish real estate investment company, to issue a EUR 100 million domestic bond, the company announced on Friday."
neutral,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .","Of course, you have direct access to Nokia's Ovi store, so you'll have a lot of fun downloading your favorite media."
neutral,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .","Of these shares, the company holds 14,747,084 and the number of outstanding shares and voting rights associated with the shares thus amounts to 161,256,847."
neutral,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .","Oka specialises in new buildings, renovation of residential and non-residential buildings as well as premises for industrial and logistical use."
neutral,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,Okmetic's Board of Directors has also approved a new shareholder program aimed at the Company's top management.
neutral,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,Okmetic's silicon wafers are part of another process chain that produces end products that improve human interaction and quality of life.
positive,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .","Perth-based O'Leary's Material Handling Services is the leading company in Western Australia supplying, installing and servicing tail lifts."
positive,One attractive factor about the tablets for media companies is that they provide a new way of making money .,One attractive factor about tablets for media companies is that they offer a new way to make money.
positive,One of Uponor 's promising future products is a hydronic cooling system .,One of Uponor's promising products of the future is a hydronic cooling system.
neutral,"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .","Oriola-KD, headquartered in Espoo, Finland, is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries."
neutral,Other shareholder entitlements became effective today .,Other shareholder claims went into effect today.
neutral,Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,Our report on canned food in Finland provides a comprehensive guide to the size and shape of the market at national level.
neutral,"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said .","Our solutions are industry-independent, multilingual and currency-specific, modular and applicable to companies of all sizes, ""said CEO Ilkka Sihvo."
positive,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .","Our strong corporate brands - ESL Shipping, Leipurin, Telko and Kaukomarkkinat - aim to be market leaders in their sectors."
neutral,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .","Outotec, headquartered in Espoo, Finland, is a leading provider of process solutions, technologies and services to the mining and metallurgical industry."
positive,"Overall , 50 percent of respondents were confident about their security when banking online .","Overall, 50 per cent of those surveyed were confident about their online banking security."
neutral,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .","Panostaja, based in Tampere, Finland, is an investment company focused on small and medium-sized Finnish companies operating in traditional sectors."
neutral,Performance is based on values and sustainability .,Performance is based on values and sustainability.
neutral,Pertti Ervi is independent from the Company and its major shareholders .,Pertti Ervi is independent of the company and its major shareholders.
neutral,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .","Please inform IR Johanna Koskinen of your participation no later than April 20 at 10 a.m. A conference call for financial analysts and investors, which will be held in English, will begin at 3 p.m. Finnish time (EET)."
neutral,"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .","Poyry Energy GmbH is Austria's leading engineering and consulting company in the energy, infrastructure and environmental sectors, owned by Poyry Plc. and the Austrian Verbund AG."
positive,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,Poyry is regarded as one of the world's leading consultants for global forestry.
positive,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,Precedex is approved for intravenous sedation of initially intubated and mechanically ventilated patients in intensive care.
neutral,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,Ruukki continues to be listed in two Dow Jones sustainability indices: DJSI World and DJSI STOXX.
neutral,"Previously , the plant was expected to be completed by the end of 2008 .","Until now, it had been assumed that the plant would be completed by the end of 2008."
neutral,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,"Production in the plant will be based on Neste Oil's proprietary technology, which allows flexible use of vegetable oil or animal fats."
neutral,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .","Prothious Engineering (www.prothious.com) employs more than 1,000 people and has a large project portfolio and annual detailing capacity of more than 100,000 tons."
neutral,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,"""Medicare"" product family is fully compatible with Microsoft\'s Windows 7 operating system."
positive,Ramirent is a leading company in machinery and equipment rentals for construction and industry .,Ramirent is a leader in the rental of machinery and equipment for construction and industry.
positive,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,Ramirent is the leading construction equipment rental company in Finland with an annual turnover of â‚?34 million in 2009 and operates across the country with 83 outlets and 612 employees.
neutral,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,Rapala intends to relocate the Ragot distribution unit from Loudeac in Brittany and the Waterqueen distribution unit and the fishing line supplier Tortue from Saint Marcel in central France to Morvillars.
neutral,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .","RAPALA TOURNAMENT FISHING: With all the major titles already available for the holidays, bargain games like Rapala are aimed at a smaller audience."
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board .","Regulatory News: The Nomination Committee of Cybercom (STO: CYBE), whose proposal is unanimous, proposes the election of Jon Risfelt as the new Chairman of the Board of Directors."
neutral,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .","RFID (Radio Frequency Identification) is a method of so-called intelligent transport, in which information can be read and stored remotely."
neutral,"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services .","The RK Group, headquartered in Vantaa, Finland, is one of the leading machine rental service providers in Europe."
positive,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .","Russia's leading container shipping group Fesco and Finnish logistics company Nurminen Logistics have launched a pilot project offering customers direct intermodal transport from Finland to the Asia-Pacific countries, Fesco said in a statement."
neutral,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .","S & P maintained its ""sell"" rating, while Nordea and UBS reiterated their ""buy"" recommendations."
neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .","Sanoma also has an Executive Committee which, in accordance with the Articles of Association of the Company, prepares proposals for matters decided upon or noted by the Board of Directors."
neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .","Sarantel, based in Wellingborough, UK, develops high-performance antennas for portable wireless devices."
positive,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,The shareholders of Rakvere Lihakombinaat decided in mid-July to buy back minority shares.
neutral,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,Shares are purchased in accordance with Section 5 of the NASDAQ OMX Helsinki Rules and other rules applicable to the purchase of treasury shares.
neutral,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .","She succeeds Krister Kylas, who has decided to leave TeliaSonera."
neutral,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,"Shuweihat 2 began in July 2008, when the project was awarded to desalination and electricity suppliers."
neutral,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .","Simmons was elected chairman of the DCUC PORTSMOUTH, N.H.-Gordon A. Simmons, CEO of the Service Credit Union, was elected chairman of the Defense Credit Union Council for the 2007-2008 term."
neutral,South America and Asia are other promising markets .,South America and Asia are other promising markets.
neutral,Sponda plans to renovate old real estate and develop new property .,Sponda plans to renovate old properties and develop new ones.
neutral,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,Release 10 / 3 / 2011 12: 00 Sanoma has published its annual report and financial statements for 2010 as well as its first Corporate Responsibility Report.
neutral,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",Stockholm-based Nordea Bank (STO: NDA) announced yesterday that it has appointed Casper von Koskull as Head of its Corporate Merchant Banking and Capital Markets Division with effect from 1 September.
neutral,"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",Stonesoft is a global provider of next-generation proven solutions that simplify network security management.
neutral,Strategic and operational business information is objectively reported .,Strategic and operational business information is reported objectively.
neutral,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .","Swedish, Finnish and Danish listed companies are organized into three market capitalization segments, Nordic Large Cap, Mid Cap and Small Cap."
neutral,Symphony Services provides development services for Aldata GOLD .,Symphony Services provides development services for Aldata GOLD.
positive,Technopolis is Europe 's leading operator of technoparks .,Technopolis is Europe's leading operator of Technoparks.
neutral,Technopolis 's technological centers supply their clients with modern high-class premises .,"Technopolis technology centres provide their customers with modern, high-quality premises."
neutral,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",Tekla offers 3D software for civil and infrastructure engineering with an emphasis on the modelling of steel and concrete structures from design to construction.
neutral,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","Teleste's Hybrid TV solution includes components for the entire process of delivering video services to consumers, from content creation and service creation to delivery through a range of access solutions, including HFC (Hybrid Fiber Coaxial), xDSL, EttH and FttH."
neutral,The adjustment measures will be carried out in phases to secure the delivery capability .,Adaptation measures are carried out in phases to ensure delivery capability.
neutral,The agreement is valid for four years .,The agreement has a duration of four years.
neutral,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .","The alliance aims to tap into portable mobile computers, netbooks, tablets, media phones, networked TVs and in-car infotainment systems."
neutral,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,The availability of Internet services is highlighted in the services offered by the K-Group branches of Kesko.
neutral,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .","The broker launched UPM-Kymmene, Stora Enso and Sappi with ""Equal Weight"" recommendations and Holmen and Norske Skog with ""Underweight"" ratings."
neutral,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .","The building complex consists of high-quality office and retail space with a total area of 49,200 square meters, the company said."
neutral,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .","The business has a turnover of about (Euro) 35 million and is responsible for sales and marketing of Lanxess ""paper chemicals business, which Kemira bought earlier this year for (Euro) 88 million (CW, 11 January, p. 22)."
neutral,The business section also includes Ahlstrom 's sustainability report .,The business section also contains Ahlstrom's sustainability report.
neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .","The center offers a full range of design services for devices ranging from electronics, mechanics and software design to a full range of testing laboratory services."
neutral,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,The Commission said that the hydrogen peroxide and PBS market was worth around EUR 470 million in 2000.
neutral,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .","The company designs, manufactures and markets high-quality clothing, interior decorative textiles, bags and other accessories."
neutral,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .","The company designs and produces high-quality clothing, decorative textiles, bags and other accessories."
neutral,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",The company has delivered the technical infrastructure used by NAV for its data warehouse and business intelligence initiatives.
neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",The company is now withdrawing the second part of the investment commitment of 7.2 million euros.
neutral,The company is presently examining whether the project would be financially feasible .,The company is currently assessing whether the project would be financially feasible.
neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,The company is investigating the feasibility of concentrating most of its processed meat production in the Vantaa plants and processing fresh meat in the Forssa plants.
positive,The company 's strength is its Apetit brand .,The strength of the company is the Apetit brand.
neutral,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month.
neutral,The company specialises in temporary electrification and heating at construction sites .,The company specialises in temporary electrification and heating on construction sites.
positive,"The competition was received with great enthusiasm by the employees , he goes on .",The competition was received with great enthusiasm by the employees.
neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .","As part of the cooperation, Arena Partners will acquire a 35% stake in the new joint venture, which is active in the sale of homes, vehicles and consumer advertising."
neutral,The deliveries started in April 2006 and will be completed in 2007 .,Deliveries began in April 2006 and will be completed in 2007.
neutral,The desk will reach its full planned strength of ten persons in autumn 2007 .,"In autumn 2007, the desk will reach its full planned strength of ten people."
neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .","The dividend will be paid on February 1, 2010 to shareholders of record on January 19, 2010."
neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",The dividend will be paid on 15 April 2008 to all shareholders registered on the register of shareholders of the Finnish Central Securities Depository on the reporting date of 8 April 2008.
positive,The effect of the savings will be noticeable as of the beginning of 2010 .,The impact of the savings will be felt from the beginning of 2010.
neutral,The effect of the savings will be noticeable from the beginning of 2010 .,The impact of the savings will be felt from the beginning of 2010.
neutral,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .","The end-to-end delivery combines the competencies and services of TietoEnators Telecom & Media, Processing & Network and Digital Innovations."
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,The non-recurring expenses of EUR 0.7 million were booked for the third quarter.
neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,The event can be followed online via Orion's Finnish website at www.orion.fi and via Kauppalehti Live web service at www.kauppalehti.fi / live.
neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,"The Extraordinary General Meeting is expected to be held no later than February 18, 2011."
neutral,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .","The first part of the film series ends with a portrait of Finnish inventor Olavi Linden, whose personal artistic journey and work at Fiskars has led to dozens of design awards."
neutral,The first of the two project phases is expected to be completed by the end of 2012 .,The first of the two phases of the project is expected to be completed by the end of 2012.
neutral,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .","The group also plans to open the 270-room Atria Grand in Whitefield, a five-star luxury hotel, in 2009."
neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .","The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars in the east of the country, where it already operates a production and distribution unit for hooks."
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","The Group owns and operates a fleet of more than 800dwt, with a container capacity of 17,000 TEU, and manages a diversified fleet of its own rolling stock with over 17,000 units."
neutral,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .","The handset also features a media bar for quick access to favorite media and applications such as music, photos, YouTube or Ovi Share."
neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .","Hayward, California-based, designs active, casual and apparel footwear, as well as boots and sandals."
neutral,"The important thing now is to keep the bank 's existing 15,000 customers .","The key now is to keep the bank's existing 15,000 customers."
neutral,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .","The building Innova 2 will be located near the city center, in the immediate vicinity of Paviljonki and the tourist center, and thanks to the Trade Fair Bridge will be within walking distance from the city center."
neutral,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,The exchange of editors-in-chief is part of the publishing company's aim to improve the distribution of jobs in all groups of staff.
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,The joint venture plans a rapid timetable for negotiations on the lease of potential wind farm areas and the feasibility of the wind farms.
neutral,The Kyroskoski investment is to be completed in late 2011 and the +_+Ã†nekoski investment in the spring of 2012 .,The investment in Kyroskoski is expected to be completed by the end of 2011 and the investment in Ã†nekoski in spring 2012.
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","The Lemminkainen Group, based in Helsinki, Finland, is active in all sectors of the construction industry: civil engineering, construction, technical building services and building materials."
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","The Lemminkainen Group, based in Helsinki, Finland, is active in all sectors of the construction industry: civil engineering, construction, technical building services and building materials."
neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .","The Marubeni Group focuses on creating a ""value chain"" from upstream to downstream and covers a wide range of businesses including oil & gas, metals, mineral resources, food, pulp & paper and chemicals."
neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","The most interesting export markets will be Russia, the Baltic States and Scandinavia."
neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .","The most popular mobile data services are e-mail, Internet surfing and news and weather services."
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,The new B shares will be entitled to dividends and other shareholder rights as of today.
neutral,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,The aim of the St. Petersburg office is firstly to strengthen the maintenance business of the company.
neutral,The office space will rise above the remodeled Cannon Street underground station .,The office space will be built above the converted Cannon Street tube station.
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 .",The official opening of the office in Prague will be celebrated on 20 May.
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,The oil shale feeder supply solution will deliver crushed oil shale to the existing shale oil refinery and the novel shale oil processing plant Enefit-280.
neutral,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",The operator is one of 6 operators granted a WiMAX license in Taiwan and hopes to be the first to offer commercial services in early 2009.
neutral,"The opportunity will be available only for few employees , however .","However, this option will only be available to a small number of workers."
neutral,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .","The contract includes a steel frame, load-bearing roof structures and partition wall elements, and Rautaruukki said he expects the installation to be completed as early as May next year."
neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,The Oxyview pulse oximeter is a common device for checking the blood oxygen saturation and pulse rate of the patient.
neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil (RSPO).
neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .","However, the port operator favours the maintenance of port charges in 2010, citing the owner, the Governor of Estonia, who committed the port in 2009 to pay 400 million EEK (25.56 million USD 36.44 million) in dividends to the state, and a further 300 million EEEEK in 2010."
positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,The price of logs has improved significantly since 2009 and the price of pulp has also increased.
neutral,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,The front folding of the product maximizes weathering resistance and allows for a seamless roof finish.
neutral,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .","The programme included operational improvements and staff reductions, mainly in the Netherlands."
neutral,The project is expected to be completed in 2009 .,The project is expected to be completed in 2009.
neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .","The reason for this is the status of St. Petersburg as the capital, quoted a participant of the meeting Chikunov."
neutral,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .","The report provides detailed profiles of ten leading European specialty chemicals companies, as well as brief profiles of other key players."
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","The report introduces 614 companies, including many key and niche companies worldwide such as Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K + S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company and Van Group, Inc."
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","The report introduces 614 companies, including many key and niche companies worldwide such as Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K + S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company and Van Group, Inc."
neutral,"The Russian government will contribute 20 % of the necessary funds , he said .","The Russian government will contribute 20% of the necessary funds, he said."
neutral,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.","The sale will allow Campofrio to focus on the recently announced acquisition of Groupe Smithfield Holdings, the European unit of US-based Smithfield Foods Inc. (SFD)."
neutral,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",The aim of the project is to find the most cost-effective method for phosphorus removal and to supply the storage and dosing equipment that can be used in the plants in continuous operation.
neutral,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,"The server is responsible for managing devices and user accounts, and a desktop client application allows remote access to mobile phones."
neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,The service developed by Digia facilitates the work and resources of health workers during vaccination campaigns and provides them with monitoring and management tools.
neutral,The share of the share capital of both above mentioned shareholders remains below 5 % .,The share capital of the two above-mentioned shareholders remains below 5%.
neutral,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,The shares have a right to dividends and other shareholder rights from their entry in the Finnish Commercial Register.
neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .","The shares are repurchased through public trading, which is why the shares are repurchased in a way that is not proportional to the holdings of the shareholders."
neutral,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,The shipyard hopes that the regional government in Andalusia will be able to offer its financial support.
positive,The shopping center will have a prime location right next to the Myllypuro metro station .,The shopping centre will have a prime location right next to the Myllypuro metro station.
positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,The solutions will be used to modernize the networks of a Russian MSO in 37 different Russian cities.
neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .","The StoneGate product family is designed to take full advantage of a unified management system including joint logging, reporting and auditing."
neutral,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,"The subsidiary is building a plant in Nokia's special economic zone in Sriperumbudur, near Chennai, for the production of printed circuit boards or high-density printed circuit boards."
neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .","The subsidiary will be responsible for the distribution of filters, local installation of filters and after-market service in China."
neutral,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .","The total number of company shares will be 585,236,987. Innofactor Group offers its customers comprehensive solutions in the Microsoft environment."
neutral,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,The total value of the project is SEK 30 billion (USD 2.83 billion 3.81 billion).
neutral,The trade is in accordance with the agreement announced on 26 March 2008 .,Trade is in line with the agreement announced on 26 March 2008.
positive,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,The training modules aim to strengthen the capabilities of public accounting and to fulfil municipal project management.
neutral,The transaction is expected to be completed next spring .,The transaction is expected to close next spring.
