label,text
1,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 ."
2,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .
2,"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials ."
1,Fortum also has a blocking stake in Northwestern TGK-1 .
1,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province ."
2,"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions ."
1,Global life science industry is strictly regulated by international and national authorities .
1,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life ."
1,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management ."
1,"The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft ."
2,"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent ."
1,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .
2,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said ."
2,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 ."
1,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros ."
2,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ."
1,"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland ."
0,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 ."
1,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday ."
2,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference ."
1,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught ."
1,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
1,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services ."
0,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .
2,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP ."
1,"On 20 March 2006 , Stora Enso refused to comment the news in any way ."
1,"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year ."
1,"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network ."
0,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .
1,"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said ."
1,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m ."
1,cents Recognize potential partnerships and suppliers .
2,EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .
1,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 ."
1,The value of the contracts is about EUR 3.3 mn .
1,Basware finances the acquisition with a bank loan .
1,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration ."
1,"Currently , the plant operates on full capacity ."
1,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ."
1,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .
2,It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .
1,The energy shot is packed in a 100-millilitre bag with a screw cap .
1,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 ."
1,"The contract includes design , construction , delivery of equipment , installation and commissioning ."
2,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements ."
1,Merging the two free sheets will clarify the market situation .
1,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day ."
1,The machines will cease production by the end of February 2007 .
0,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur ."
2,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said ."
1,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix ."
1,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo ."
1,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .
2,Technopolis is Europe 's leading operator of technoparks .
1,`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .
1,Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .
1,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
1,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing ."
2,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order ."
1,"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland ."
1,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported ."
2,A new production line is being completed for the contract production of hormone treatments .
1,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro ."
2,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo ."
2,"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) ."
1,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over ."
0,"Several large stocks tacked lower , however ."
2,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 ."
1,"The contract covers installation , training and start-up services ."
2,"This is Done Logistics ' largest order in Norway , the diversified group said ."
1,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .
1,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 ."
1,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?"
1,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .
2,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea ."
2,The aim is to achieve EUR 2.5 mn yearly savings .
1,"The company operates worldwide and employs in total approximately 47,000 persons ."
2,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 ."
1,No service pricing details were disclosed .
1,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 ."
1,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S."
1,"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland ."
1,M. and a Master of Business Administration MBA .
2,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % ."
1,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .
2,The talks are aimed at restructuring operations and cutting costs .
2,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 ."
1,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said ."
1,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) ."
0,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .
1,Sales fell abroad but increased in Finland .
1,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland ."
1,The site will cover over six hectares .
1,The customer is cooperative retailer Osuuskauppa Suur-Savo .
1,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming ."
1,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .
1,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .
1,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction ."
1,Patrizia adds the acquisition to a portfolio already worth EUR3bn .
2,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .
1,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report ."
1,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents ."
2,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil ."
0,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .
2,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .
1,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .
0,"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported ."
1,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .
1,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden ."
2,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year ."
2,"However , the broker gave an `` outperform '' recommendation on the stock ."
1,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .
1,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed ."
1,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage ."
1,"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures ."
2,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .
1,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries ."
1,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta ."
0,Small investors have voiced fears that the shares will end up with risk investors .
1,"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style ."
1,A paper mill in the central Maine town of Madison soon will have a new owner .
0,"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year ."
2,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum ."
2,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine ."
1,"The company has the poser , who wants to impress people with the latest handset ."
1,"Sami Sepp+Ænen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas ."
2,"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam ."
1,Raute is listed on the Nordic exchange in Helsinki .
1,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan ."
1,The newspaper 's best sales asset is high quality journalism and journalistic content .
1,The value of the contract is EUR 25mn .
2,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted ."
2,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million ."
1,The combined value of the orders is almost EUR 3mn .
1,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge ."
0,Export declined by 6 percent to 16.4 million liters .
2,Sports equipment sales also progressed well owing to the prolonged winter season .
1,"Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 ."
1,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board ."
1,"S Group 's loyal customer magazine Yhteishyv+?came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers ."
2,Net cash flow from operations is expected to remain positive .
1,The company will release its 2010 results on 11 February 2011 .
1,"It is being developed by Symbian , the software licensing consortium led by Nokia ."
2,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 ."
1,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said ."
1,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany ."
1,There have not been previous share subscriptions with 2004 stock options .
1,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience ."
1,The value of the order is around EUR 100 million .
1,"Tikkurila has an interesting growth strategy , which we support ."
2,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .
2,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today ."
1,Delivery is expected to take place later this month .
1,"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions ."
0,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .
0,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue ."
2,The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . '
1,The company will propose a dividend of EUR0 .12 per share for 2008 .
2,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .
1,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics ."
1,Coffee will be served starting at 14:30 EET as well as after the event .
2,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said ."
1,The first group of customers to be trained will be paint-shop owners and their assistants .
0,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .
1,Karppinen expects the consolidation trend to continue in the Finnish market .
2,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news ."
1,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange ."
2,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .
0,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .
2,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .
1,"Under Finnish law , Parliament grants licences to build nuclear power plants ."
1,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .
0,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier ."
1,"Also , a seven-year historic analysis is provided for these markets ."
2,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 ."
1,The deliveries are scheduled for the summer and autumn of 2008 .
1,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % ."
2,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 ."
1,Marimekko is considering further measures in the matter .
1,"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally ."
1,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .
2,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .
1,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value ."
1,It is expected to be completed by the end of 2007 .
2,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year ."
2,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 ."
0,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .
2,"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement ."
2,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .
2,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations ."
1,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
1,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.
2,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .
2,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network ."
2,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter ."
0,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation ."
2,"The adapter , awarded with the `` Certified Integration for SAP -?; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems ."
2,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''"
1,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use ."
1,The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .
2,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said ."
2,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .
2,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .
1,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .
2,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market ."
1,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .
2,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive ."
2,"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla ."
1,"If needed , she provides also further information on ferry connections and hotels ."
1,`` The issues identified by Stonesoft affect a range of content inspection technology .
1,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .
0,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .
2,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period ."
1,The divested stake represented about 2.7 m shares in Okmetic 's capital .
1,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard ."
1,-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .
2,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world ."
0,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland ."
0,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 ."
1,Poyry is a global expert in consulting and engineering .
2,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % ."
2,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday ."
1,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson ."
2,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .
2,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago ."
1,It 's not .
2,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .
1,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense ."
1,"Currently Glaston employs approximately 1,500 persons ."
1,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .
2,The long-term contract is global .
1,"The platform is based built on Intel s second-generation MID platform , called Moorestown ."
1,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad ."
1,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ."
1,"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors ."
0,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent ."
2,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent ."
1,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . '
1,Scandic Feed will also diversify Tosno 's product portfolio further .
1,Neither of the companies use genetically engineered soy at the moment .
2,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .
1,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China ."
0,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .
0,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf"
1,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .
1,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ."
1,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 ."
2,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 ."
1,Exel wants to serve its industrial customers with individual products .
1,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards ."
1,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .
2,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said ."
1,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
2,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn ."
2,YIT Construction and the town of Riihim+Æki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .
1,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters ."
0,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .
1,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape ."
1,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment ."
1,Pohjola could increase its stake to 45 % in 2013 .
2,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment ."
1,Halonen 's office acknowledged receiving the letter but declined comment .
1,The closing of such transaction took place today .
1,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 ."
2,The agreement strengthens our long-term partnership with Nokia Siemens Networks .
1,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .
0,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 ."
0,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ."
1,"The value of the deal exceeds EUR500 ,000 , the company said ."
1,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough ."
1,"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) ."
1,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .
1,Market data and analytics are derived from primary and secondary research .
1,"Besides , Pit-Produkt will enter the new segments ."
